member_name_original,member_name_normalized,member_name_display,party,matched,match_type,confidence,matched_candidate_name_original,matched_candidate_name_normalized,matched_candidate_name_display,election_year,election_file,notes
"Fulcher, Russ",russ fulcher,Russ Fulcher,Republican,yes,exact,100,Russ Fulcher,russ fulcher,Russ Fulcher,2018,congressional_elections_2018.csv,
"Fry, Russell",russell fry,Russell Fry,Republican,yes,exact,100,Russell Fry,russell fry,Russell Fry,2022,congressional_elections_2022.csv,
"Mackenzie, Ryan",ryan mackenzie,Ryan Mackenzie,Republican,yes,exact,100,Ryan Mackenzie,ryan mackenzie,Ryan Mackenzie,2024,congressional_elections_2024.csv,
"Brownback, Sam",sam brownback,Sam Brownback,Republican,yes,exact,100,Sam Brownback,sam brownback,Sam Brownback,1994,congressional_elections_1994.csv,
"Brownback, Sam",sam brownback,Sam Brownback,Republican,yes,exact,100,Sam Brownback,sam brownback,Sam Brownback,1994,congressional_elections_1994.csv,
"Coppersmith, Sam",sam coppersmith,Sam Coppersmith,Democratic,yes,exact,100,Sam Coppersmith,sam coppersmith,Sam Coppersmith,1992,congressional_elections_1992.csv,
"Farr, Sam",sam farr,Sam Farr,Democratic,yes,exact,100,Sam Farr,sam farr,Sam Farr,1994,congressional_elections_1994.csv,
"Gejdenson, Sam",sam gejdenson,Sam Gejdenson,Democratic,yes,exact,100,Sam Gejdenson,sam gejdenson,Sam Gejdenson,1992,congressional_elections_1992.csv,
"Gibbons, Sam",sam gibbons,Sam Gibbons,Democratic,yes,exact,100,Sam Gibbons,sam gibbons,Sam Gibbons,1992,congressional_elections_1992.csv,
"Graves, Sam",sam graves,Sam Graves,Republican,yes,exact,100,Sam Graves,sam graves,Sam Graves,2000,congressional_elections_2000.csv,
"Johnson, Sam",sam johnson,Sam Johnson,Republican,yes,exact,100,Sam Johnson,sam johnson,Sam Johnson,1992,congressional_elections_1992.csv,
"Adams, Sandy",sandy adams,Sandy Adams,Republican,yes,exact,100,Sandy Adams,sandy adams,Sandy Adams,2010,congressional_elections_2010.csv,
"Jacobs, Sara",sara jacobs,Sara Jacobs,Democratic,yes,exact,100,Sara Jacobs,sara jacobs,Sara Jacobs,2020,congressional_elections_2020.csv,
"Elfreth, Sarah",sarah elfreth,Sarah Elfreth,Democratic,yes,exact,100,Sarah Elfreth,sarah elfreth,Sarah Elfreth,2024,congressional_elections_2024.csv,
"McBride, Sarah",sarah mcbride,Sarah Mcbride,Democratic,yes,exact,100,Sarah McBride,sarah mcbride,Sarah Mcbride,2024,congressional_elections_2024.csv,
"Chambliss, Saxby",saxby chambliss,Saxby Chambliss,Republican,yes,exact,100,Saxby Chambliss,saxby chambliss,Saxby Chambliss,1994,congressional_elections_1994.csv,
"Chambliss, Saxby",saxby chambliss,Saxby Chambliss,Republican,yes,exact,100,Saxby Chambliss,saxby chambliss,Saxby Chambliss,1994,congressional_elections_1994.csv,
"DesJarlais, Scott",scott desjarlais,Scott Desjarlais,Republican,yes,exact,100,Scott DesJarlais,scott desjarlais,Scott Desjarlais,2010,congressional_elections_2010.csv,
"Fitzgerald, Scott",scott fitzgerald,Scott Fitzgerald,Republican,yes,exact,100,Scott Fitzgerald,scott fitzgerald,Scott Fitzgerald,2020,congressional_elections_2020.csv,
"Franklin, Scott",scott franklin,Scott Franklin,Republican,yes,exact,100,Scott Franklin,scott franklin,Scott Franklin,2020,congressional_elections_2020.csv,
"Garrett, Scott",scott garrett,Scott Garrett,Republican,yes,exact,100,Scott Garrett,scott garrett,Scott Garrett,2004,congressional_elections_2004.csv,
"McInnis, Scott",scott mcinnis,Scott Mcinnis,Republican,yes,exact,100,Scott McInnis,scott mcinnis,Scott Mcinnis,1992,congressional_elections_1992.csv,
"Murphy, Scott",scott murphy,Scott Murphy,Democratic,yes,exact,100,Scott Murphy,scott murphy,Scott Murphy,2009,congressional_elections_2009.csv,
"Perry, Scott",scott perry,Scott Perry,Republican,yes,exact,100,Scott Perry,scott perry,Scott Perry,2012,congressional_elections_2012.csv,
"Taylor, Scott",scott taylor,Scott Taylor,Republican,yes,exact,100,Scott Taylor,scott taylor,Scott Taylor,2016,congressional_elections_2016.csv,
"Casten, Sean",sean casten,Sean Casten,Democratic,yes,exact,100,Sean Casten,sean casten,Sean Casten,2018,congressional_elections_2018.csv,
"Magaziner, Seth",seth magaziner,Seth Magaziner,Democratic,yes,exact,100,Seth Magaziner,seth magaziner,Seth Magaziner,2022,congressional_elections_2022.csv,
"Moulton, Seth",seth moulton,Seth Moulton,Democratic,yes,exact,100,Seth Moulton,seth moulton,Seth Moulton,2014,congressional_elections_2014.csv,
"Davids, Sharice",sharice davids,Sharice Davids,Democratic,yes,exact,100,Sharice Davids,sharice davids,Sharice Davids,2018,congressional_elections_2018.csv,
"Cherfilus-McCormick, Sheila",sheila cherfilus mccormick,Sheila Cherfilus Mccormick,Democratic,yes,exact,100,Sheila Cherfilus-McCormick,sheila cherfilus mccormick,Sheila Cherfilus Mccormick,2021,congressional_elections_2021.csv,
"Jackson Lee, Sheila",sheila jackson lee,Sheila Jackson Lee,Democratic,yes,exact,100,Sheila Jackson Lee,sheila jackson lee,Sheila Jackson Lee,1994,congressional_elections_1994.csv,
"Whitehouse, Sheldon",sheldon whitehouse,Sheldon Whitehouse,Democratic,yes,exact,100,Sheldon Whitehouse,sheldon whitehouse,Sheldon Whitehouse,2006,congressional_elections_2006.csv,
"Berkley, Shelley",shelley berkley,Shelley Berkley,Democratic,yes,exact,100,Shelley Berkley,shelley berkley,Shelley Berkley,1998,congressional_elections_1998.csv,
"Sekula Gibbs, Shelley",shelley sekula gibbs,Shelley Sekula Gibbs,Republican,yes,exact,100,Shelley Sekula Gibbs,shelley sekula gibbs,Shelley Sekula Gibbs,2006,congressional_elections_2006.csv,
"Biggs, Sheri",sheri biggs,Sheri Biggs,Republican,yes,exact,100,Sheri Biggs,sheri biggs,Sheri Biggs,2024,congressional_elections_2024.csv,
"Brown, Sherrod",sherrod brown,Sherrod Brown,Democratic,yes,exact,100,Sherrod Brown,sherrod brown,Sherrod Brown,1992,congressional_elections_1992.csv,
"Brown, Sherrod",sherrod brown,Sherrod Brown,Democratic,yes,exact,100,Sherrod Brown,sherrod brown,Sherrod Brown,1992,congressional_elections_1992.csv,
"Boehlert, Sherwood",sherwood boehlert,Sherwood Boehlert,Republican,yes,exact,100,Sherwood Boehlert,sherwood boehlert,Sherwood Boehlert,1992,congressional_elections_1992.csv,
"Figures, Shomari",shomari figures,Shomari Figures,Democratic,yes,exact,100,Shomari Figures,shomari figures,Shomari Figures,2024,congressional_elections_2024.csv,
"Thanedar, Shri",shri thanedar,Shri Thanedar,Democratic,yes,exact,100,Shri Thanedar,shri thanedar,Shri Thanedar,2022,congressional_elections_2022.csv,
"Reyes, Silvestre",silvestre reyes,Silvestre Reyes,Democratic,yes,exact,100,Silvestre Reyes,silvestre reyes,Silvestre Reyes,1996,congressional_elections_1996.csv,
"Gorton, Slade",slade gorton,Slade Gorton,Republican,yes,exact,100,Slade Gorton,slade gorton,Slade Gorton,1994,congressional_elections_1994.csv,
"Gorton, Slade",slade gorton,Slade Gorton,Republican,yes,exact,100,Slade Gorton,slade gorton,Slade Gorton,1994,congressional_elections_1994.csv,
"Bono, Sonny",sonny bono,Sonny Bono,Republican,yes,exact,100,Sonny Bono,sonny bono,Sonny Bono,1994,congressional_elections_1994.csv,
"Bachus, Spencer",spencer bachus,Spencer Bachus,Republican,yes,exact,100,Spencer Bachus,spencer bachus,Spencer Bachus,1992,congressional_elections_1992.csv,
"Herseth Sandlin, Stephanie",stephanie herseth sandlin,Stephanie Herseth Sandlin,Democratic,yes,exact,100,Stephanie Herseth Sandlin,stephanie herseth sandlin,Stephanie Herseth Sandlin,2002,congressional_elections_2002.csv,
"Jones, Stephanie Tubbs",stephanie tubbs jones,Stephanie Tubbs Jones,Democratic,yes,exact,100,Stephanie Tubbs Jones,stephanie tubbs jones,Stephanie Tubbs Jones,1998,congressional_elections_1998.csv,
"Horn, Stephen",stephen horn,Stephen Horn,Republican,yes,exact,100,Stephen Horn,stephen horn,Stephen Horn,1992,congressional_elections_1992.csv,
"Austria, Steve",steve austria,Steve Austria,Republican,yes,exact,100,Steve Austria,steve austria,Steve Austria,2008,congressional_elections_2008.csv,
"Buyer, Steve",steve buyer,Steve Buyer,Republican,yes,exact,100,Steve Buyer,steve buyer,Steve Buyer,1992,congressional_elections_1992.csv,
"Chabot, Steve",steve chabot,Steve Chabot,Republican,yes,exact,100,Steve Chabot,steve chabot,Steve Chabot,1994,congressional_elections_1994.csv,
"Chabot, Steve",steve chabot,Steve Chabot,Republican,yes,exact,100,Steve Chabot,steve chabot,Steve Chabot,1994,congressional_elections_1994.csv,
"Cohen, Steve",steve cohen,Steve Cohen,Democratic,yes,exact,100,Steve Cohen,steve cohen,Steve Cohen,2006,congressional_elections_2006.csv,
"Daines, Steve",steve daines,Steve Daines,Republican,yes,exact,100,Steve Daines,steve daines,Steve Daines,2012,congressional_elections_2012.csv,
"Daines, Steve",steve daines,Steve Daines,Republican,yes,exact,100,Steve Daines,steve daines,Steve Daines,2012,congressional_elections_2012.csv,
"Driehaus, Steve",steve driehaus,Steve Driehaus,Democratic,yes,exact,100,Steve Driehaus,steve driehaus,Steve Driehaus,2008,congressional_elections_2008.csv,
"Israel, Steve",steve israel,Steve Israel,Democratic,yes,exact,100,Steve Israel,steve israel,Steve Israel,2000,congressional_elections_2000.csv,
"Kagen, Steve",steve kagen,Steve Kagen,Democratic,yes,exact,100,Steve Kagen,steve kagen,Steve Kagen,2006,congressional_elections_2006.csv,
"King, Steve",steve king,Steve King,Republican,yes,exact,100,Steve King,steve king,Steve King,2002,congressional_elections_2002.csv,
"Russell, Steve",steve russell,Steve Russell,Republican,yes,exact,100,Steve Russell,steve russell,Steve Russell,2014,congressional_elections_2014.csv,
"Scalise, Steve",steve scalise,Steve Scalise,Republican,yes,exact,100,Steve Scalise,steve scalise,Steve Scalise,2004,congressional_elections_2004.csv,
"Southerland, Steve II",steve southerland,Steve Southerland,Republican,yes,exact,100,Steve Southerland,steve southerland,Steve Southerland,2010,congressional_elections_2010.csv,
"Stivers, Steve",steve stivers,Steve Stivers,Republican,yes,exact,100,Steve Stivers,steve stivers,Steve Stivers,2008,congressional_elections_2008.csv,
"Stockman, Steve",steve stockman,Steve Stockman,Republican,yes,exact,100,Steve Stockman,steve stockman,Steve Stockman,1992,congressional_elections_1992.csv,
"Stockman, Steve",steve stockman,Steve Stockman,Republican,yes,exact,100,Steve Stockman,steve stockman,Steve Stockman,1992,congressional_elections_1992.csv,
"Womack, Steve",steve womack,Steve Womack,Republican,yes,exact,100,Steve Womack,steve womack,Steve Womack,2010,congressional_elections_2010.csv,
"Horsford, Steven",steven horsford,Steven Horsford,Democratic,yes,exact,100,Steven Horsford,steven horsford,Steven Horsford,2012,congressional_elections_2012.csv,
"Horsford, Steven",steven horsford,Steven Horsford,Democratic,yes,exact,100,Steven Horsford,steven horsford,Steven Horsford,2012,congressional_elections_2012.csv,
"Schiff, Steven",steven schiff,Steven Schiff,Republican,yes,exact,100,Steven Schiff,steven schiff,Steven Schiff,1992,congressional_elections_1992.csv,
"Thurmond, Strom",strom thurmond,Strom Thurmond,Republican,yes,exact,100,Strom Thurmond,strom thurmond,Strom Thurmond,1996,congressional_elections_1996.csv,
"Subramanyam, Suhas",suhas subramanyam,Suhas Subramanyam,Democratic,yes,exact,100,Suhas Subramanyam,suhas subramanyam,Suhas Subramanyam,2024,congressional_elections_2024.csv,
"Molinari, Susan",susan molinari,Susan Molinari,Republican,yes,exact,100,Susan Molinari,susan molinari,Susan Molinari,1992,congressional_elections_1992.csv,
"Wild, Susan",susan wild,Susan Wild,Democratic,yes,exact,100,Susan Wild,susan wild,Susan Wild,2018,congressional_elections_2018.csv,
"Lee, Susie",susie lee,Susie Lee,Democratic,yes,exact,100,Susie Lee,susie lee,Susie Lee,2018,congressional_elections_2018.csv,
"Bonamici, Suzanne",suzanne bonamici,Suzanne Bonamici,Democratic,yes,exact,100,Suzanne Bonamici,suzanne bonamici,Suzanne Bonamici,2012,congressional_elections_2012.csv,
"Kamlager-Dove, Sydney",sydney kamlager dove,Sydney Kamlager Dove,Democratic,yes,exact,100,Sydney Kamlager-Dove,sydney kamlager dove,Sydney Kamlager Dove,2022,congressional_elections_2022.csv,
"Turner, Sylvester",sylvester turner,Sylvester Turner,Democratic,yes,exact,100,Sylvester Turner,sylvester turner,Sylvester Turner,2024,congressional_elections_2024.csv,
"Baldwin, Tammy",tammy baldwin,Tammy Baldwin,Democratic,yes,exact,100,Tammy Baldwin,tammy baldwin,Tammy Baldwin,1998,congressional_elections_1998.csv,
"Baldwin, Tammy",tammy baldwin,Tammy Baldwin,Democratic,yes,exact,100,Tammy Baldwin,tammy baldwin,Tammy Baldwin,1998,congressional_elections_1998.csv,
"Duckworth, Tammy",tammy duckworth,Tammy Duckworth,Democratic,yes,exact,100,Tammy Duckworth,tammy duckworth,Tammy Duckworth,2006,congressional_elections_2006.csv,
"Duckworth, Tammy",tammy duckworth,Tammy Duckworth,Democratic,yes,exact,100,Tammy Duckworth,tammy duckworth,Tammy Duckworth,2006,congressional_elections_2006.csv,
"Budd, Ted",ted budd,Ted Budd,Republican,yes,exact,100,Ted Budd,ted budd,Ted Budd,2016,congressional_elections_2016.csv,
"Budd, Ted",ted budd,Ted Budd,Republican,yes,exact,100,Ted Budd,ted budd,Ted Budd,2016,congressional_elections_2016.csv,
"Cruz, Ted",ted cruz,Ted Cruz,Republican,yes,exact,100,Ted Cruz,ted cruz,Ted Cruz,2012,congressional_elections_2012.csv,
"Lieu, Ted",ted lieu,Ted Lieu,Democratic,yes,exact,100,Ted Lieu,ted lieu,Ted Lieu,2014,congressional_elections_2014.csv,
"Poe, Ted",ted poe,Ted Poe,Republican,yes,exact,100,Ted Poe,ted poe,Ted Poe,2004,congressional_elections_2004.csv,
"Stevens, Ted",ted stevens,Ted Stevens,Republican,yes,exact,100,Ted Stevens,ted stevens,Ted Stevens,1996,congressional_elections_1996.csv,
"Strickland, Ted",ted strickland,Ted Strickland,Democratic,yes,exact,100,Ted Strickland,ted strickland,Ted Strickland,1992,congressional_elections_1992.csv,
"Strickland, Ted",ted strickland,Ted Strickland,Democratic,yes,exact,100,Ted Strickland,ted strickland,Ted Strickland,1992,congressional_elections_1992.csv,
"Leger Fernandez, Teresa",teresa leger fernandez,Teresa Leger Fernandez,Democratic,yes,exact,100,Teresa Leger Fernandez,teresa leger fernandez,Teresa Leger Fernandez,2020,congressional_elections_2020.csv,
"Everett, Terry",terry everett,Terry Everett,Republican,yes,exact,100,Terry Everett,terry everett,Terry Everett,1992,congressional_elections_1992.csv,
"Sanford, Terry",terry sanford,Terry Sanford,Democratic,yes,exact,100,Terry Sanford,terry sanford,Terry Sanford,1992,congressional_elections_1992.csv,
"Cochran, Thad",thad cochran,Thad Cochran,Republican,yes,exact,100,Thad Cochran,thad cochran,Thad Cochran,1996,congressional_elections_1996.csv,
"Cochran, Thad",thad cochran,Thad Cochran,Republican,yes,exact,100,Thad Cochran,thad cochran,Thad Cochran,1996,congressional_elections_1996.csv,
"Massie, Thomas",thomas massie,Thomas Massie,Republican,yes,exact,100,Thomas Massie,thomas massie,Thomas Massie,2012,congressional_elections_2012.csv,
"McMillen, Thomas",thomas mcmillen,Thomas Mcmillen,Democratic,yes,exact,100,Thomas McMillen,thomas mcmillen,Thomas Mcmillen,1992,congressional_elections_1992.csv,
"Fowler, Tillie",tillie fowler,Tillie Fowler,Republican,yes,exact,100,Tillie Fowler,tillie fowler,Tillie Fowler,1992,congressional_elections_1992.csv,
"Burchett, Tim",tim burchett,Tim Burchett,Republican,yes,exact,100,Tim Burchett,tim burchett,Tim Burchett,2018,congressional_elections_2018.csv,
"Griffin, Tim",tim griffin,Tim Griffin,Republican,yes,exact,100,Tim Griffin,tim griffin,Tim Griffin,2010,congressional_elections_2010.csv,
"Holden, Tim",tim holden,Tim Holden,Democratic,yes,exact,100,Tim Holden,tim holden,Tim Holden,1992,congressional_elections_1992.csv,
"Huelskamp, Tim",tim huelskamp,Tim Huelskamp,Republican,yes,exact,100,Tim Huelskamp,tim huelskamp,Tim Huelskamp,2010,congressional_elections_2010.csv,
"Johnson, Tim",tim johnson,Tim Johnson,Democratic,yes,exact,100,Tim Johnson,tim johnson,Tim Johnson,2000,congressional_elections_2000.csv,
"Johnson, Tim",tim johnson,Tim Johnson,Democratic,yes,exact,100,Tim Johnson,tim johnson,Tim Johnson,2000,congressional_elections_2000.csv,
"Kaine, Tim",tim kaine,Tim Kaine,Democratic,yes,exact,100,Tim Kaine,tim kaine,Tim Kaine,2012,congressional_elections_2012.csv,
"Mahoney, Tim",tim mahoney,Tim Mahoney,Democratic,yes,exact,100,Tim Mahoney,tim mahoney,Tim Mahoney,2006,congressional_elections_2006.csv,
"Murphy, Tim",tim murphy,Tim Murphy,Republican,yes,exact,100,Tim Murphy,tim murphy,Tim Murphy,2002,congressional_elections_2002.csv,
"Ryan, Tim",tim ryan,Tim Ryan,Democratic,yes,exact,100,Tim Ryan,tim ryan,Tim Ryan,2002,congressional_elections_2002.csv,
"Scott, Tim",tim scott,Tim Scott,Republican,yes,exact,100,Tim Scott,tim scott,Tim Scott,2010,congressional_elections_2010.csv,
"Scott, Tim",tim scott,Tim Scott,Republican,yes,exact,100,Tim Scott,tim scott,Tim Scott,2010,congressional_elections_2010.csv,
"Sheehy, Tim",tim sheehy,Tim Sheehy,Republican,yes,exact,100,Tim Sheehy,tim sheehy,Tim Sheehy,2024,congressional_elections_2024.csv,
"Valentine, Tim",tim valentine,Tim Valentine,Democratic,yes,exact,100,"Tim Valentine, Jr.",tim valentine,Tim Valentine,1992,congressional_elections_1992.csv,
"Walberg, Tim",tim walberg,Tim Walberg,Republican,yes,exact,100,Tim Walberg,tim walberg,Tim Walberg,2006,congressional_elections_2006.csv,
"Walberg, Tim",tim walberg,Tim Walberg,Republican,yes,exact,100,Tim Walberg,tim walberg,Tim Walberg,2006,congressional_elections_2006.csv,
"Johnson, Timothy V.",timothy johnson,Timothy Johnson,Republican,yes,exact,100,Timothy Johnson,timothy johnson,Timothy Johnson,1992,congressional_elections_1992.csv,
"Smith, Tina",tina smith,Tina Smith,Democratic,yes,exact,100,Tina Smith,tina smith,Tina Smith,2018,congressional_elections_2018.csv,
"Roth, Toby",toby roth,Toby Roth,Republican,yes,exact,100,Toby Roth,toby roth,Toby Roth,1992,congressional_elections_1992.csv,
"Rokita, Todd",todd rokita,Todd Rokita,Republican,yes,exact,100,Todd Rokita,todd rokita,Todd Rokita,2010,congressional_elections_2010.csv,
"Tiahrt, Todd",todd tiahrt,Todd Tiahrt,Republican,yes,exact,100,Todd Tiahrt,todd tiahrt,Todd Tiahrt,1994,congressional_elections_1994.csv,
"Young, Todd",todd young,Todd Young,Republican,yes,exact,100,Todd Young,todd young,Todd Young,2010,congressional_elections_2010.csv,
"Young, Todd",todd young,Todd Young,Republican,yes,exact,100,Todd Young,todd young,Todd Young,2010,congressional_elections_2010.csv,
"Barrett, Tom",tom barrett,Tom Barrett,Republican,yes,exact,100,Tom Barrett,tom barrett,Tom Barrett,1992,congressional_elections_1992.csv,
"Bevill, Tom",tom bevill,Tom Bevill,Democratic,yes,exact,100,Tom Bevill,tom bevill,Tom Bevill,1992,congressional_elections_1992.csv,
"Campbell, Tom",tom campbell,Tom Campbell,Republican,yes,exact,100,Tom Campbell,tom campbell,Tom Campbell,2000,congressional_elections_2000.csv,
"Campbell, Tom",tom campbell,Tom Campbell,Republican,yes,exact,100,Tom Campbell,tom campbell,Tom Campbell,2000,congressional_elections_2000.csv,
"Cole, Tom",tom cole,Tom Cole,Republican,yes,exact,100,Tom Cole,tom cole,Tom Cole,2002,congressional_elections_2002.csv,
